id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,,SCHOOL NAME,math_score,MATHSCORE,history_score,HISTORY SCORE,physics_score,PHYSIC SCORE SCALE,chemistry_score,CHEMISTRY SCORE,biology_score,BIO SCORE,english_score,ENGLISH SCORE,geography_score,GEOGRAPHY SCORE,QUESTION 1,QUESTION 2,QUESTION 3
1690,Robert,Mccall,robert.mccall.1690@gslingacademy.com,male,FALSE,4,FALSE,32,Accountant,,Kingdom College,87,B,100,A,60,D,99,A,45,F,73,C,86,B,,,
1691,Julie,Floyd,julie.floyd.1691@gslingacademy.com,female,TRUE,10,FALSE,0,Business Owner,,Kingdom College,55,D,86,B,54,D,78,C,55,D,60,D,88,B,,,
1692,Barry,Taylor,barry.taylor.1692@gslingacademy.com,male,FALSE,8,FALSE,0,Business Owner,,Kingdom College,77,C,71,C,68,D,53,D,70,C,72,C,69,D,,,
1693,Dennis,Gonzalez,dennis.gonzalez.1693@gslingacademy.com,male,FALSE,1,FALSE,6,Stock Investor,,Kingdom College,82,B,79,C,60,D,80,B,65,D,64,D,71,C,,,
1694,Angel,Williams,angel.williams.1694@gslingacademy.com,male,FALSE,6,FALSE,5,Artist,,Kingdom College,81,B,97,A,88,B,81,B,63,D,88,B,67,D,,,
1695,Ronald,Palmer,ronald.palmer.1695@gslingacademy.com,male,FALSE,0,FALSE,16,Software Engineer,,Kingdom College,99,A,70,C,86,B,61,D,70,C,90,A,66,D,,,
1696,Dustin,Stanley,dustin.stanley.1696@gslingacademy.com,male,FALSE,5,TRUE,4,Real Estate Developer,,Kingdom College,87,B,77,C,64,D,84,B,84,B,94,A,80,B,,,
1697,Jennifer,Lewis,jennifer.lewis.1697@gslingacademy.com,female,TRUE,8,FALSE,2,Business Owner,,Kingdom College,94,A,62,D,100,A,87,B,91,A,89,B,93,A,,,
1698,Mark,Gardner,mark.gardner.1698@gslingacademy.com,male,FALSE,2,FALSE,35,Unknown,,Kingdom College,98,A,92,A,91,A,89,B,95,A,92,A,90,A,,,
1699,Laura,Barber,laura.barber.1699@gslingacademy.com,female,FALSE,2,TRUE,34,Lawyer,,Kingdom College,97,A,89,B,76,C,61,D,91,A,91,A,70,C,,,
1700,Nicole,Weeks,nicole.weeks.1700@gslingacademy.com,female,FALSE,1,FALSE,7,Designer,,Kingdom College,83,B,81,B,70,C,90,A,73,C,89,B,87,B,,,
1701,Ricky,Walker,ricky.walker.1701@gslingacademy.com,male,FALSE,0,FALSE,14,Construction Engineer,,Kingdom College,92,A,92,A,92,A,66,D,90,A,68,D,66,D,,,
1702,Whitney,Walls,whitney.walls.1702@gslingacademy.com,female,FALSE,1,FALSE,24,Doctor,,Kingdom College,100,A,74,C,80,B,84,B,85,B,82,B,74,C,,,
1703,Catherine,May,catherine.may.1703@gslingacademy.com,female,FALSE,4,FALSE,25,Software Engineer,,Kingdom College,86,B,69,D,79,C,85,B,63,D,82,B,77,C,,,
1704,Joel,Williams,joel.williams.1704@gslingacademy.com,male,FALSE,8,FALSE,3,Business Owner,,Kingdom College,48,NOSCORE,80,B,73,C,67,D,84,B,99,A,83,B,,,
1705,Daisy,Ellis,daisy.ellis.1705@gslingacademy.com,female,TRUE,7,TRUE,0,Business Owner,,Kingdom College,69,D,56,D,71,C,84,B,52,D,71,C,88,B,,,
1706,Deborah,Miller,deborah.miller.1706@gslingacademy.com,female,FALSE,2,FALSE,33,Unknown,,Kingdom College,73,C,84,B,97,A,64,D,87,B,82,B,70,C,,,
1707,David,Hoffman,david.hoffman.1707@gslingacademy.com,male,FALSE,3,FALSE,12,Unknown,,Kingdom College,82,B,81,B,78,C,95,A,60,D,88,B,72,C,,,
1708,Rebecca,Pearson,rebecca.pearson.1708@gslingacademy.com,female,FALSE,3,TRUE,1,Artist,,Kingdom College,90,A,96,A,89,B,88,B,94,A,73,C,77,C,,,
1709,Mitchell,Walker,mitchell.walker.1709@gslingacademy.com,male,FALSE,5,TRUE,19,Stock Investor,,Kingdom College,85,B,66,D,61,D,85,B,75,C,94,A,76,C,,,
1710,James,Sherman,james.sherman.1710@gslingacademy.com,male,FALSE,2,FALSE,2,Designer,,Kingdom College,82,B,73,C,64,D,95,A,87,B,73,C,99,A,,,
1711,Justin,Johnson,justin.johnson.1711@gslingacademy.com,male,FALSE,4,FALSE,3,Game Developer,,Kingdom College,80,B,61,D,96,A,89,B,96,A,61,D,80,B,,,
1712,Brenda,Morales,brenda.morales.1712@gslingacademy.com,female,FALSE,10,TRUE,1,Business Owner,,Kingdom College,41,NOSCORE,53,D,98,A,67,D,61,D,83,B,97,A,,,
1713,Jesse,Melton,jesse.melton.1713@gslingacademy.com,male,FALSE,1,FALSE,48,Doctor,,Kingdom College,99,A,93,A,88,B,92,A,99,A,94,A,95,A,,,
1714,Jon,Mendoza,jon.mendoza.1714@gslingacademy.com,male,FALSE,2,FALSE,32,Lawyer,,Kingdom College,95,A,95,A,92,A,61,D,63,D,81,B,100,A,,,
1715,Samantha,Anderson,samantha.anderson.1715@gslingacademy.com,female,FALSE,6,FALSE,1,Unknown,,Kingdom College,76,C,69,D,100,A,88,B,65,D,96,A,70,C,,,
1716,Lindsay,Love,lindsay.love.1716@gslingacademy.com,female,FALSE,1,FALSE,22,Doctor,,Kingdom College,91,A,92,A,81,B,98,A,88,B,76,C,99,A,,,
1717,John,Benson,john.benson.1717@gslingacademy.com,male,FALSE,5,FALSE,16,Banker,,Kingdom College,98,A,75,C,69,D,65,D,67,D,79,C,72,C,,,
1718,Isaiah,Cruz,isaiah.cruz.1718@gslingacademy.com,male,TRUE,6,FALSE,15,Construction Engineer,,Kingdom College,90,A,71,C,93,A,73,C,80,B,78,C,69,D,,,
1719,Brian,Baker,brian.baker.1719@gslingacademy.com,male,FALSE,3,TRUE,26,Software Engineer,,Kingdom College,85,B,68,D,73,C,94,A,88,B,86,B,77,C,,,
1720,Joshua,Dillon,joshua.dillon.1720@gslingacademy.com,male,FALSE,5,FALSE,46,Doctor,,Kingdom College,100,A,97,A,94,A,87,B,89,B,91,A,100,A,,,
1721,Christopher,Stephens,christopher.stephens.1721@gslingacademy.com,male,TRUE,4,FALSE,31,Scientist,,Kingdom College,77,C,81,B,80,B,95,A,80,B,74,C,80,B,,,
1722,Kimberly,Shaw,kimberly.shaw.1722@gslingacademy.com,female,FALSE,10,FALSE,4,Business Owner,,Kingdom College,92,A,98,A,60,D,74,C,63,D,89,B,80,B,,,
1723,Colleen,Vargas,colleen.vargas.1723@gslingacademy.com,female,FALSE,9,FALSE,5,Business Owner,,Kingdom College,53,D,87,B,60,D,94,A,93,A,65,D,88,B,,,
1724,Mark,Mathews,mark.mathews.1724@gslingacademy.com,male,FALSE,6,FALSE,21,Accountant,,Kingdom College,79,C,74,C,78,C,97,A,87,B,85,B,79,C,,,
1725,Teresa,Lopez,teresa.lopez.1725@gslingacademy.com,female,FALSE,2,FALSE,26,Designer,,Kingdom College,85,B,89,B,72,C,80,B,99,A,94,A,90,A,,,
1726,Laura,Allen,laura.allen.1726@gslingacademy.com,female,FALSE,1,FALSE,3,Artist,,Kingdom College,99,A,85,B,60,D,81,B,75,C,78,C,78,C,,,
1727,Lisa,Sosa,lisa.sosa.1727@gslingacademy.com,female,FALSE,1,TRUE,11,Banker,,Kingdom College,99,A,91,A,73,C,77,C,81,B,75,C,90,A,,,
1728,Drew,Nelson,drew.nelson.1728@gslingacademy.com,male,FALSE,6,FALSE,5,Business Owner,,Kingdom College,65,D,68,D,74,C,50,D,98,A,60,D,83,B,,,
1729,Kimberly,Brooks,kimberly.brooks.1729@gslingacademy.com,female,FALSE,8,TRUE,19,Software Engineer,,Kingdom College,94,A,83,B,72,C,63,D,65,D,63,D,74,C,,,
1730,Carla,Lopez,carla.lopez.1730@gslingacademy.com,female,TRUE,7,FALSE,3,Business Owner,,Kingdom College,73,C,52,D,89,B,85,B,74,C,66,D,79,C,,,
1731,Keith,Smith,keith.smith.1731@gslingacademy.com,male,TRUE,5,FALSE,15,Software Engineer,,Kingdom College,85,B,76,C,61,D,93,A,98,A,87,B,67,D,,,
1732,Eric,Erickson,eric.erickson.1732@gslingacademy.com,male,FALSE,4,FALSE,32,Lawyer,,Kingdom College,87,B,82,B,74,C,77,C,100,A,93,A,65,D,,,
1733,Juan,Baker,juan.baker.1733@gslingacademy.com,male,TRUE,5,FALSE,4,Business Owner,,Kingdom College,77,C,58,D,90,A,72,C,75,C,88,B,90,A,,,
1734,Kyle,Harrison,kyle.harrison.1734@gslingacademy.com,male,FALSE,1,FALSE,31,Scientist,,Kingdom College,85,B,60,D,92,A,92,A,85,B,62,D,84,B,,,
1735,Duane,Meyers,duane.meyers.1735@gslingacademy.com,male,FALSE,2,FALSE,19,Software Engineer,,Kingdom College,91,A,69,D,90,A,76,C,79,C,80,B,82,B,,,
1736,Marissa,May,marissa.may.1736@gslingacademy.com,female,FALSE,1,FALSE,16,Software Engineer,,Kingdom College,86,B,96,A,83,B,78,C,71,C,78,C,75,C,,,
1737,Shane,Lopez,shane.lopez.1737@gslingacademy.com,male,FALSE,1,FALSE,29,Lawyer,,Kingdom College,78,C,80,B,72,C,65,D,90,A,99,A,95,A,,,
1738,Eric,Obrien,eric.obrien.1738@gslingacademy.com,male,FALSE,3,FALSE,26,Lawyer,,Kingdom College,71,C,92,A,92,A,96,A,81,B,81,B,85,B,,,
1739,Kevin,Joyce,kevin.joyce.1739@gslingacademy.com,male,TRUE,4,FALSE,27,Lawyer,,Kingdom College,72,C,85,B,92,A,83,B,84,B,96,A,81,B,,,
1740,Thomas,Ward,thomas.ward.1740@gslingacademy.com,male,FALSE,3,FALSE,35,Software Engineer,,Kingdom College,88,B,92,A,88,B,100,A,89,B,94,A,87,B,,,
1741,Toni,Smith,toni.smith.1741@gslingacademy.com,female,FALSE,5,FALSE,26,Unknown,,Kingdom College,68,D,100,A,94,A,69,D,93,A,64,D,93,A,,,
1742,Caitlin,Moody,caitlin.moody.1742@gslingacademy.com,female,TRUE,2,FALSE,28,Doctor,,Kingdom College,81,B,75,C,94,A,93,A,87,B,77,C,67,D,,,
1743,Justin,Ryan,justin.ryan.1743@gslingacademy.com,male,TRUE,1,FALSE,32,Banker,,Kingdom College,92,A,69,D,92,A,91,A,82,B,89,B,69,D,,,
1744,Joseph,Griffin,joseph.griffin.1744@gslingacademy.com,male,FALSE,0,FALSE,33,Accountant,,Kingdom College,84,B,64,D,82,B,81,B,85,B,84,B,89,B,,,
1745,Dawn,Fox,dawn.fox.1745@gslingacademy.com,female,FALSE,2,TRUE,18,Stock Investor,,Kingdom College,89,B,60,D,82,B,90,A,96,A,67,D,68,D,,,
1746,David,Ochoa,david.ochoa.1746@gslingacademy.com,male,FALSE,1,FALSE,18,Software Engineer,,Kingdom College,94,A,66,D,84,B,92,A,71,C,81,B,99,A,,,
1747,Bonnie,Brown,bonnie.brown.1747@gslingacademy.com,female,FALSE,1,TRUE,9,Unknown,,Kingdom College,64,D,89,B,91,A,99,A,60,D,98,A,93,A,,,
1748,Michael,Evans,michael.evans.1748@gslingacademy.com,male,TRUE,5,FALSE,25,Stock Investor,,Kingdom College,81,B,88,B,85,B,90,A,93,A,62,D,96,A,,,
1749,Molly,Meadows,molly.meadows.1749@gslingacademy.com,female,FALSE,1,TRUE,18,Teacher,,Kingdom College,80,B,93,A,89,B,79,C,89,B,93,A,100,A,,,
1750,Dana,Peters,dana.peters.1750@gslingacademy.com,female,FALSE,4,FALSE,3,Unknown,,Kingdom College,75,C,65,D,66,D,79,C,91,A,82,B,72,C,,,
1751,Patricia,Phelps,patricia.phelps.1751@gslingacademy.com,female,FALSE,4,TRUE,34,Lawyer,,Kingdom College,87,B,90,A,98,A,90,A,83,B,94,A,84,B,,,
1752,Maria,Jones,maria.jones.1752@gslingacademy.com,female,FALSE,7,FALSE,4,Business Owner,,Kingdom College,58,D,50,D,73,C,54,D,94,A,51,D,74,C,,,
1753,Anthony,Johns,anthony.johns.1753@gslingacademy.com,male,FALSE,3,FALSE,14,Government Officer,,Kingdom College,60,D,90,A,87,B,91,A,78,C,77,C,82,B,,,
1754,David,Schmidt,david.schmidt.1754@gslingacademy.com,male,TRUE,5,FALSE,8,Real Estate Developer,,Kingdom College,91,A,70,C,88,B,68,D,88,B,63,D,68,D,,,
1755,Amanda,Cox,amanda.cox.1755@gslingacademy.com,female,FALSE,3,FALSE,35,Scientist,,Kingdom College,95,A,97,A,89,B,97,A,99,A,85,B,92,A,,,
1756,William,Patterson,william.patterson.1756@gslingacademy.com,male,FALSE,3,FALSE,2,Artist,,Kingdom College,70,C,100,A,92,A,73,C,67,D,68,D,76,C,,,
1757,Sydney,Wood,sydney.wood.1757@gslingacademy.com,female,FALSE,2,FALSE,27,Lawyer,,Kingdom College,76,C,100,A,94,A,81,B,60,D,85,B,73,C,,,
1758,Donald,Fischer,donald.fischer.1758@gslingacademy.com,male,FALSE,5,FALSE,20,Accountant,,Kingdom College,79,C,65,D,78,C,65,D,57,D,99,A,92,A,,,
1759,Anthony,Palmer,anthony.palmer.1759@gslingacademy.com,male,FALSE,4,FALSE,21,Software Engineer,,Kingdom College,92,A,96,A,92,A,63,D,73,C,60,D,81,B,,,
1760,Christina,Garcia,christina.garcia.1760@gslingacademy.com,female,FALSE,5,FALSE,6,Government Officer,,Kingdom College,89,B,73,C,71,C,97,A,78,C,99,A,60,D,,,
1761,Misty,Anderson,misty.anderson.1761@gslingacademy.com,female,FALSE,3,FALSE,18,Banker,,Kingdom College,85,B,95,A,77,C,71,C,75,C,95,A,94,A,,,
1762,Shannon,Weber,shannon.weber.1762@gslingacademy.com,female,FALSE,2,FALSE,7,Real Estate Developer,,Kingdom College,92,A,66,D,88,B,91,A,61,D,84,B,69,D,,,
1763,Jennifer,Palmer,jennifer.palmer.1763@gslingacademy.com,female,FALSE,2,FALSE,24,Software Engineer,,Kingdom College,87,B,63,D,79,C,81,B,95,A,75,C,64,D,,,
1764,Michael,Arnold,michael.arnold.1764@gslingacademy.com,male,FALSE,5,FALSE,21,Accountant,,Kingdom College,77,C,77,C,97,A,66,D,87,B,73,C,75,C,,,
1765,James,Hernandez,james.hernandez.1765@gslingacademy.com,male,FALSE,10,FALSE,2,Business Owner,,Kingdom College,73,C,56,D,59,D,62,D,58,D,83,B,80,B,,,
1766,Erin,Cannon,erin.cannon.1766@gslingacademy.com,female,TRUE,0,FALSE,34,Lawyer,,Kingdom College,91,A,85,B,81,B,93,A,100,A,87,B,77,C,,,
1767,Nicole,Lee,nicole.lee.1767@gslingacademy.com,female,FALSE,7,TRUE,0,Business Owner,,Kingdom College,76,C,96,A,89,B,83,B,78,C,54,D,61,D,,,
1768,Jacob,Ross,jacob.ross.1768@gslingacademy.com,male,FALSE,4,FALSE,17,Software Engineer,,Kingdom College,86,B,70,C,94,A,96,A,74,C,67,D,60,D,,,
1769,Morgan,Cisneros,morgan.cisneros.1769@gslingacademy.com,female,FALSE,5,FALSE,10,Banker,,Kingdom College,81,B,77,C,88,B,92,A,65,D,92,A,87,B,,,
1770,Amber,Stuart,amber.stuart.1770@gslingacademy.com,female,FALSE,4,TRUE,35,Lawyer,,Kingdom College,98,A,88,B,88,B,89,B,90,A,90,A,90,A,,,
1771,Tyler,Griffin,tyler.griffin.1771@gslingacademy.com,male,FALSE,3,FALSE,27,Software Engineer,,Kingdom College,88,B,67,D,96,A,70,C,66,D,76,C,71,C,,,
1772,Daniel,Gonzalez,daniel.gonzalez.1772@gslingacademy.com,male,FALSE,2,TRUE,30,Scientist,,Kingdom College,85,B,83,B,94,A,100,A,89,B,68,D,89,B,,,
1773,Joseph,Jones,joseph.jones.1773@gslingacademy.com,male,FALSE,2,FALSE,35,Lawyer,,Kingdom College,90,A,89,B,96,A,94,A,100,A,88,B,85,B,,,
1774,Jessica,Hampton,jessica.hampton.1774@gslingacademy.com,female,TRUE,5,FALSE,5,Game Developer,,Kingdom College,97,A,83,B,93,A,67,D,85,B,63,D,66,D,,,
1775,Deborah,Butler,deborah.butler.1775@gslingacademy.com,female,FALSE,6,TRUE,10,Government Officer,,Kingdom College,78,C,84,B,71,C,93,A,78,C,78,C,87,B,,,
1776,Julie,Black,julie.black.1776@gslingacademy.com,female,TRUE,8,FALSE,1,Business Owner,,Kingdom College,53,D,98,A,90,A,81,B,61,D,65,D,93,A,,,
1777,Bryan,Dorsey,bryan.dorsey.1777@gslingacademy.com,male,TRUE,10,FALSE,0,Business Owner,,Kingdom College,77,C,53,D,92,A,98,A,56,D,53,D,93,A,,,
1778,Chad,Gomez,chad.gomez.1778@gslingacademy.com,male,TRUE,3,FALSE,30,Lawyer,,Kingdom College,97,A,88,B,94,A,75,C,66,D,91,A,64,D,,,
1779,Andrew,Clark,andrew.clark.1779@gslingacademy.com,male,FALSE,4,FALSE,3,Business Owner,,Kingdom College,88,B,100,A,58,D,59,D,96,A,64,D,87,B,,,
1780,Brian,Wright,brian.wright.1780@gslingacademy.com,male,FALSE,3,TRUE,18,Construction Engineer,,Kingdom College,98,A,67,D,80,B,68,D,80,B,88,B,85,B,,,
1781,Jessica,Smith,jessica.smith.1781@gslingacademy.com,female,TRUE,8,TRUE,0,Business Owner,,Kingdom College,92,A,78,C,78,C,85,B,94,A,94,A,73,C,,,
1782,Thomas,Brooks,thomas.brooks.1782@gslingacademy.com,male,TRUE,5,FALSE,15,Software Engineer,,Kingdom College,92,A,92,A,74,C,96,A,95,A,77,C,76,C,,,
1783,Kimberly,Knox,kimberly.knox.1783@gslingacademy.com,female,TRUE,3,FALSE,43,Doctor,,Kingdom College,86,B,99,A,87,B,88,B,99,A,89,B,86,B,,,
1784,Jamie,Mccarthy,jamie.mccarthy.1784@gslingacademy.com,male,FALSE,5,FALSE,16,Designer,,Kingdom College,91,A,69,D,97,A,76,C,97,A,81,B,86,B,,,
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,FALSE,3,FALSE,23,Accountant,,Kingdom College,92,A,75,C,100,A,78,C,32,F,84,B,69,D,,,
1786,Jonathan,Weiss,jonathan.weiss.1786@gslingacademy.com,male,FALSE,2,FALSE,2,Game Developer,,Kingdom College,82,B,75,C,93,A,67,D,69,D,65,D,74,C,,,
1787,Renee,Smith,renee.smith.1787@gslingacademy.com,female,FALSE,1,FALSE,34,Lawyer,,Kingdom College,99,A,81,B,92,A,86,B,65,D,99,A,79,C,,,
1788,Tony,Hopkins,tony.hopkins.1788@gslingacademy.com,male,TRUE,2,FALSE,34,Software Engineer,,Kingdom College,95,A,90,A,65,D,84,B,86,B,88,B,94,A,,,
1789,Thomas,Buckley,thomas.buckley.1789@gslingacademy.com,male,FALSE,3,FALSE,18,Software Engineer,,Kingdom College,100,A,93,A,99,A,65,D,72,C,79,C,88,B,,,
1790,Debra,Evans,debra.evans.1790@gslingacademy.com,female,FALSE,5,TRUE,21,Unknown,,Kingdom College,79,C,86,B,84,B,84,B,63,D,82,B,94,A,,,
1791,Richard,Bell,richard.bell.1791@gslingacademy.com,male,TRUE,3,TRUE,3,Business Owner,,Kingdom College,80,B,95,A,96,A,96,A,94,A,84,B,93,A,,,
1792,Katelyn,Watkins,katelyn.watkins.1792@gslingacademy.com,female,FALSE,4,FALSE,31,Doctor,,Kingdom College,93,A,81,B,88,B,90,A,89,B,95,A,81,B,,,
1793,Michele,Stout,michele.stout.1793@gslingacademy.com,female,FALSE,5,TRUE,17,Software Engineer,,Kingdom College,95,A,75,C,79,C,79,C,93,A,85,B,71,C,,,
1794,Lisa,Estes,lisa.estes.1794@gslingacademy.com,female,FALSE,0,FALSE,10,Banker,,Kingdom College,81,B,92,A,76,C,81,B,73,C,92,A,63,D,,,
1795,Casey,Hall,casey.hall.1795@gslingacademy.com,female,FALSE,1,FALSE,5,Designer,,Kingdom College,75,C,88,B,63,D,64,D,84,B,74,C,72,C,,,
1796,Joshua,Cole,joshua.cole.1796@gslingacademy.com,male,FALSE,4,FALSE,8,Stock Investor,,Kingdom College,80,B,69,D,70,C,60,D,71,C,60,D,89,B,,,
1797,Andrew,Jackson,andrew.jackson.1797@gslingacademy.com,male,FALSE,4,FALSE,3,Business Owner,,Kingdom College,52,D,81,B,62,D,77,C,74,C,91,A,92,A,,,
1798,Karen,Rodriguez,karen.rodriguez.1798@gslingacademy.com,female,FALSE,3,FALSE,30,Doctor,,Kingdom College,95,A,94,A,82,B,87,B,93,A,93,A,90,A,,,
1799,Sara,Johnson,sara.johnson.1799@gslingacademy.com,female,FALSE,2,FALSE,20,Accountant,,Kingdom College,99,A,70,C,97,A,93,A,87,B,90,A,88,B,,,
1800,Alyssa,Costa,alyssa.costa.1800@gslingacademy.com,female,TRUE,5,FALSE,25,Software Engineer,,Kingdom College,85,B,87,B,68,D,74,C,74,C,85,B,68,D,,,
1801,Daniel,Poole,daniel.poole.1801@gslingacademy.com,male,FALSE,4,TRUE,23,Construction Engineer,,Kingdom College,96,A,89,B,86,B,84,B,64,D,60,D,66,D,,,
1802,Ricardo,Juarez,ricardo.juarez.1802@gslingacademy.com,male,FALSE,7,FALSE,3,Game Developer,,Kingdom College,91,A,63,D,86,B,81,B,90,A,98,A,63,D,,,
1803,Tony,Castillo,tony.castillo.1803@gslingacademy.com,male,TRUE,1,FALSE,24,Software Engineer,,Kingdom College,89,B,82,B,76,C,92,A,97,A,66,D,60,D,,,
1804,Brian,Kelly,brian.kelly.1804@gslingacademy.com,male,FALSE,1,FALSE,37,Doctor,,Kingdom College,98,A,87,B,96,A,89,B,100,A,85,B,91,A,,,
1805,Tyler,Moore,tyler.moore.1805@gslingacademy.com,male,FALSE,2,FALSE,28,Unknown,,Kingdom College,100,A,82,B,72,C,97,A,74,C,75,C,81,B,,,
1806,Sharon,Martinez,sharon.martinez.1806@gslingacademy.com,female,FALSE,2,FALSE,5,Business Owner,,Kingdom College,75,C,71,C,68,D,91,A,79,C,62,D,94,A,,,
1807,Mary,Malone,mary.malone.1807@gslingacademy.com,female,FALSE,3,FALSE,6,Real Estate Developer,,Kingdom College,74,C,63,D,74,C,63,D,78,C,90,A,83,B,,,
1808,Rebecca,Huang,rebecca.huang.1808@gslingacademy.com,female,FALSE,7,FALSE,40,Doctor,,Kingdom College,85,B,99,A,87,B,85,B,91,A,88,B,90,A,,,
1809,Alan,Santos,alan.santos.1809@gslingacademy.com,male,FALSE,3,TRUE,35,Unknown,,Kingdom College,86,B,87,B,97,A,92,A,85,B,99,A,86,B,,,
1810,Martin,Duran,martin.duran.1810@gslingacademy.com,male,FALSE,4,TRUE,34,Doctor,,Kingdom College,91,A,71,C,99,A,96,A,85,B,79,C,74,C,,,
1811,Christopher,Gutierrez,christopher.gutierrez.1811@gslingacademy.com,male,FALSE,2,FALSE,24,Software Engineer,,Kingdom College,90,A,76,C,100,A,73,C,90,A,64,D,86,B,,,
1812,Brandy,Maldonado,brandy.maldonado.1812@gslingacademy.com,female,FALSE,6,FALSE,35,Scientist,,Kingdom College,91,A,91,A,92,A,95,A,98,A,91,A,85,B,,,
1813,Brenda,Sanders,brenda.sanders.1813@gslingacademy.com,female,TRUE,6,FALSE,0,Business Owner,,Kingdom College,80,B,83,B,93,A,81,B,95,A,87,B,61,D,,,
1814,Drew,Mccann,drew.mccann.1814@gslingacademy.com,male,FALSE,1,FALSE,35,Doctor,,Kingdom College,95,A,89,B,92,A,87,B,95,A,86,B,93,A,,,
1815,Joshua,Ayala,joshua.ayala.1815@gslingacademy.com,male,FALSE,5,TRUE,18,Unknown,,Kingdom College,94,A,97,A,69,D,81,B,100,A,68,D,68,D,,,
1816,Tina,Rose,tina.rose.1816@gslingacademy.com,female,TRUE,1,TRUE,1,Business Owner,,Kingdom College,54,D,55,D,50,D,100,A,77,C,61,D,78,C,,,
1817,William,Khan,william.khan.1817@gslingacademy.com,male,FALSE,2,FALSE,16,Construction Engineer,,Kingdom College,87,B,80,B,85,B,60,D,96,A,81,B,83,B,,,
1818,William,Avery,william.avery.1818@gslingacademy.com,male,FALSE,5,FALSE,28,Software Engineer,,Kingdom College,100,A,75,C,72,C,79,C,61,D,94,A,82,B,,,
1819,John,Fuller,john.fuller.1819@gslingacademy.com,male,FALSE,3,FALSE,14,Government Officer,,Kingdom College,93,A,99,A,72,C,79,C,83,B,87,B,73,C,,,
1820,Jeremy,Coleman,jeremy.coleman.1820@gslingacademy.com,male,FALSE,3,FALSE,25,Doctor,,Kingdom College,99,A,70,C,89,B,86,B,92,A,65,D,64,D,,,
1821,Laura,Wright,laura.wright.1821@gslingacademy.com,female,FALSE,2,FALSE,16,Banker,,Kingdom College,99,A,99,A,90,A,63,D,63,D,77,C,60,D,,,
1822,David,Luna,david.luna.1822@gslingacademy.com,male,FALSE,4,FALSE,28,Stock Investor,,Kingdom College,76,C,80,B,89,B,74,C,61,D,86,B,93,A,,,
1823,Christopher,Jensen,christopher.jensen.1823@gslingacademy.com,male,FALSE,0,FALSE,15,Software Engineer,,Kingdom College,92,A,100,A,83,B,74,C,73,C,66,D,83,B,,,
1824,Luis,Little,luis.little.1824@gslingacademy.com,male,FALSE,10,FALSE,46,Doctor,,Kingdom College,100,A,93,A,88,B,98,A,99,A,89,B,95,A,,,
1825,Joseph,Garcia,joseph.garcia.1825@gslingacademy.com,male,FALSE,2,FALSE,34,Lawyer,,Kingdom College,89,B,97,A,77,C,90,A,93,A,87,B,90,A,,,
1826,Michael,York,michael.york.1826@gslingacademy.com,male,FALSE,2,FALSE,27,Lawyer,,Kingdom College,97,A,81,B,71,C,77,C,90,A,86,B,80,B,,,
1827,Debbie,Landry,debbie.landry.1827@gslingacademy.com,female,TRUE,4,FALSE,28,Doctor,,Kingdom College,99,A,63,D,97,A,90,A,99,A,99,A,100,A,,,
1828,Michael,Gordon,michael.gordon.1828@gslingacademy.com,male,FALSE,3,FALSE,33,Scientist,,Kingdom College,100,A,63,D,96,A,95,A,92,A,76,C,88,B,,,
1829,Melissa,Harris,melissa.harris.1829@gslingacademy.com,female,FALSE,5,FALSE,12,Banker,,Kingdom College,86,B,87,B,72,C,66,D,94,A,78,C,94,A,,,
1830,Jonathon,Wilson,jonathon.wilson.1830@gslingacademy.com,male,FALSE,0,FALSE,27,Lawyer,,Kingdom College,77,C,99,A,94,A,81,B,80,B,87,B,98,A,,,
1831,Margaret,Santos,margaret.santos.1831@gslingacademy.com,female,FALSE,1,FALSE,15,Government Officer,,Kingdom College,86,B,96,A,67,D,76,C,74,C,66,D,69,D,,,
1832,Hailey,Arroyo,hailey.arroyo.1832@gslingacademy.com,female,FALSE,1,TRUE,3,Real Estate Developer,,Kingdom College,75,C,64,D,98,A,65,D,88,B,65,D,71,C,,,
1833,Steven,Webster,steven.webster.1833@gslingacademy.com,male,FALSE,2,FALSE,26,Lawyer,,Kingdom College,94,A,93,A,92,A,67,D,61,D,85,B,94,A,,,
1834,Tina,Harrison,tina.harrison.1834@gslingacademy.com,female,FALSE,1,FALSE,35,Designer,,Kingdom College,94,A,88,B,87,B,97,A,93,A,86,B,94,A,,,
1835,Andrew,Nunez,andrew.nunez.1835@gslingacademy.com,male,FALSE,1,FALSE,20,Banker,,Kingdom College,89,B,92,A,75,C,85,B,65,D,81,B,69,D,,,
1836,Renee,Cruz,renee.cruz.1836@gslingacademy.com,female,FALSE,3,FALSE,14,Writer,,Kingdom College,89,B,73,C,96,A,84,B,96,A,98,A,77,C,,,
1837,Victoria,Taylor,victoria.taylor.1837@gslingacademy.com,female,FALSE,2,TRUE,24,Software Engineer,,Kingdom College,89,B,82,B,83,B,62,D,66,D,86,B,90,A,,,
1838,Joseph,Dixon,joseph.dixon.1838@gslingacademy.com,male,FALSE,2,FALSE,8,Government Officer,,Kingdom College,81,B,78,C,82,B,83,B,63,D,85,B,75,C,,,
